Order Date,Segment,Country,State,Category,Sub-Category,Sales
12/9/2018,Consumer,United States,Maryland,Office Supplies,Appliances,90.86
12/9/2018,Consumer,United States,Maryland,Office Supplies,Paper,94.85
24/12/2016,Consumer,United States,Arizona,Office Supplies,Paper,106.232
24/12/2016,Consumer,United States,Arizona,Technology,Phones,111.984
24/12/2016,Consumer,United States,Arizona,Furniture,Furnishings,7.712
23/02/2018,Consumer,United States,California,Office Supplies,Paper,37.44
23/11/2015,Home Office,United States,Texas,Office Supplies,Labels,23.68
23/06/2017,Consumer,United States,New York,Office Supplies,Labels,122.12
23/06/2017,Consumer,United States,New York,Office Supplies,Labels,18.45
23/06/2017,Consumer,United States,New York,Office Supplies,Storage,324.9
23/06/2017,Consumer,United States,New York,Office Supplies,Paper,146.73
23/06/2017,Consumer,United States,New York,Office Supplies,Fasteners,3.96
26/10/2016,Corporate,United States,California,Office Supplies,Labels,5.76
15/07/2018,Consumer,United States,Delaware,Office Supplies,Binders,26.55
15/07/2018,Consumer,United States,Delaware,Furniture,Tables,310.443
17/11/2015,Home Office,United States,Minnesota,Furniture,Chairs,479.9
13/04/2016,Consumer,United States,New Mexico,Office Supplies,Supplies,12.88
25/11/2016,Consumer,United States,North Carolina,Office Supplies,Art,13.12
15/05/2017,Home Office,United States,Mississippi,Office Supplies,Binders,511.84
15/05/2017,Home Office,United States,Mississippi,Office Supplies,Art,91.96
15/05/2017,Home Office,United States,Mississippi,Office Supplies,Art,8.34
7/9/2018,Consumer,United States,Oregon,Office Supplies,Storage,37.68
7/9/2018,Consumer,United States,Oregon,Technology,Accessories,279.944
10/3/2015,Consumer,United States,Colorado,Office Supplies,Storage,636.408
10/3/2015,Consumer,United States,Colorado,Office Supplies,Art,83.168
18/07/2015,Home Office,United States,Arizona,Furniture,Chairs,259.136
24/03/2018,Corporate,United States,New York,Office Supplies,Paper,221.92
24/03/2018,Corporate,United States,New York,Technology,Accessories,26
30/09/2015,Consumer,United States,Florida,Office Supplies,Paper,15.552
26/09/2015,Corporate,United States,Texas,Office Supplies,Binders,0.876
31/10/2016,Consumer,United States,California,Office Supplies,Paper,19.98
31/10/2016,Consumer,United States,California,Office Supplies,Binders,398.352
31/10/2016,Consumer,United States,California,Office Supplies,Art,5.04
31/10/2016,Consumer,United States,California,Office Supplies,Fasteners,17.45
31/10/2016,Consumer,United States,California,Furniture,Chairs,323.136
31/10/2016,Consumer,United States,California,Office Supplies,Supplies,29.7
31/10/2016,Consumer,United States,California,Technology,Phones,1295.84
31/10/2016,Consumer,United States,California,Office Supplies,Storage,46.84
31/10/2016,Consumer,United States,California,Furniture,Bookcases,425.833
12/10/2016,Consumer,United States,New York,Furniture,Tables,209.67
19/09/2017,Consumer,United States,California,Office Supplies,Paper,159.88
13/04/2018,Corporate,United States,Washington,Office Supplies,Paper,5.28
13/04/2018,Corporate,United States,Washington,Office Supplies,Binders,895.92
7/1/2018,Consumer,United States,Florida,Office Supplies,Binders,2.808
9/11/2018,Corporate,United States,California,Furniture,Chairs,215.976
22/09/2018,Home Office,United States,Michigan,Furniture,Bookcases,241.96
22/09/2018,Home Office,United States,Michigan,Office Supplies,Labels,27.72
1/12/2018,Home Office,United States,Pennsylvania,Office Supplies,Envelopes,104.68
1/12/2018,Home Office,United States,Pennsylvania,Technology,Phones,62.958
23/06/2015,Consumer,United States,Pennsylvania,Technology,Accessories,86.376
4/10/2016,Home Office,United States,Pennsylvania,Furniture,Furnishings,64.944
4/10/2016,Home Office,United States,Pennsylvania,Office Supplies,Paper,20.736
20/05/2015,Corporate,United States,New Hampshire,Office Supplies,Appliances,33.28
20/05/2015,Corporate,United States,New Hampshire,Office Supplies,Art,38.52
20/05/2015,Corporate,United States,New Hampshire,Furniture,Furnishings,139.86
20/11/2016,Consumer,United States,New York,Office Supplies,Paper,19.65
30/11/2016,Consumer,United States,Pennsylvania,Office Supplies,Binders,152.991
30/11/2016,Consumer,United States,Pennsylvania,Office Supplies,Fasteners,10.584
30/11/2016,Consumer,United States,Pennsylvania,Technology,Phones,94.92
31/12/2016,Consumer,United States,Texas,Furniture,Furnishings,14.76
31/12/2016,Consumer,United States,Texas,Office Supplies,Binders,3.656
16/11/2018,Consumer,United States,New York,Office Supplies,Paper,146.82
6/6/2015,Corporate,United States,New York,Office Supplies,Binders,149.544
6/6/2015,Corporate,United States,New York,Office Supplies,Supplies,17.14
6/6/2015,Corporate,United States,New York,Furniture,Tables,991.764
1/9/2017,Corporate,United States,Pennsylvania,Office Supplies,Paper,30.48
1/9/2017,Corporate,United States,Pennsylvania,Technology,Phones,23.988
1/9/2017,Corporate,United States,Pennsylvania,Office Supplies,Fasteners,16.688
25/06/2017,Corporate,United States,Pennsylvania,Furniture,Chairs,422.058
25/06/2017,Corporate,United States,Pennsylvania,Office Supplies,Binders,38.088
25/06/2017,Corporate,United States,Pennsylvania,Office Supplies,Storage,254.352
12/12/2015,Consumer,United States,California,Furniture,Furnishings,43.31
31/03/2018,Consumer,United States,New York,Technology,Phones,84.95
19/11/2018,Consumer,United States,Texas,Furniture,Chairs,233.058
24/11/2015,Consumer,United States,Missouri,Technology,Accessories,111.79
22/11/2016,Consumer,United States,Massachusetts,Office Supplies,Paper,14.94
14/07/2017,Corporate,United States,New York,Office Supplies,Binders,14.16
30/04/2017,Home Office,United States,Texas,Furniture,Furnishings,22.608
25/07/2017,Consumer,United States,California,Office Supplies,Fasteners,21.48
22/06/2015,Consumer,United States,Minnesota,Office Supplies,Storage,501.81
22/06/2015,Consumer,United States,Minnesota,Office Supplies,Storage,161.94
21/10/2018,Home Office,United States,Florida,Office Supplies,Art,17.856
3/9/2017,Consumer,United States,Illinois,Office Supplies,Binders,8.808
14/05/2017,Consumer,United States,Ohio,Furniture,Furnishings,79.384
7/1/2017,Home Office,United States,California,Office Supplies,Art,34.58
13/03/2018,Home Office,United States,California,Office Supplies,Paper,314.55
13/10/2017,Consumer,United States,Texas,Technology,Accessories,191.976
13/10/2017,Consumer,United States,Texas,Office Supplies,Paper,8.288
13/10/2017,Consumer,United States,Texas,Furniture,Furnishings,139.92
13/10/2017,Consumer,United States,Texas,Office Supplies,Art,15.872
13/10/2017,Consumer,United States,Texas,Office Supplies,Binders,6.286
27/01/2018,Consumer,United States,Ohio,Office Supplies,Art,14.016
27/01/2018,Consumer,United States,Ohio,Technology,Accessories,71.976
27/01/2018,Consumer,United States,Ohio,Technology,Phones,107.982
19/11/2018,Corporate,United States,Texas,Furniture,Chairs,305.312
1/8/2015,Consumer,United States,California,Office Supplies,Binders,19.752
30/07/2017,Home Office,United States,Texas,Office Supplies,Binders,9.264
30/07/2016,Corporate,United States,Texas,Office Supplies,Storage,61.792
15/10/2017,Home Office,United States,Utah,Office Supplies,Paper,45.68
15/10/2017,Home Office,United States,Utah,Office Supplies,Paper,60.12
15/10/2017,Home Office,United States,Utah,Office Supplies,Binders,41.72
15/10/2017,Home Office,United States,Utah,Office Supplies,Paper,71.6
7/5/2017,Consumer,United States,New York,Office Supplies,Binders,85.232
7/5/2017,Consumer,United States,New York,Office Supplies,Labels,44.4
7/5/2017,Consumer,United States,New York,Furniture,Chairs,442.764
7/5/2017,Consumer,United States,New York,Technology,Machines,3999.95
7/5/2017,Consumer,United States,New York,Technology,Accessories,199.95
7/5/2017,Consumer,United States,New York,Furniture,Furnishings,63.68
1/8/2018,Corporate,United States,California,Office Supplies,Binders,54.896
14/07/2017,Consumer,United States,Alabama,Technology,Accessories,29
10/8/2018,Consumer,United States,Indiana,Office Supplies,Envelopes,70.08
10/8/2018,Consumer,United States,Indiana,Furniture,Furnishings,121.3
10/8/2018,Consumer,United States,Indiana,Technology,Phones,1454.49
25/06/2017,Consumer,United States,California,Office Supplies,Appliances,60.81
10/12/2017,Consumer,United States,Washington,Office Supplies,Binders,153.552
10/12/2017,Consumer,United States,Washington,Office Supplies,Appliances,65.34
10/12/2017,Consumer,United States,Washington,Office Supplies,Paper,123.92
10/12/2017,Consumer,United States,Washington,Office Supplies,Appliances,35.1
10/12/2017,Consumer,United States,Washington,Technology,Accessories,44.75
1/12/2017,Consumer,United States,Tennessee,Office Supplies,Art,4.704
28/11/2015,Consumer,United States,Alabama,Office Supplies,Art,14.67
28/03/2016,Consumer,United States,Pennsylvania,Office Supplies,Paper,15.552
28/03/2016,Consumer,United States,Pennsylvania,Office Supplies,Paper,5.232
1/6/2015,Consumer,United States,Arkansas,Furniture,Furnishings,22.2
1/6/2015,Consumer,United States,Arkansas,Technology,Phones,881.93
6/9/2016,Home Office,United States,Washington,Office Supplies,Binders,6.096
6/9/2016,Home Office,United States,Washington,Furniture,Furnishings,191.82
29/06/2016,Consumer,United States,Pennsylvania,Furniture,Furnishings,20.104
10/9/2017,Home Office,United States,Tennessee,Office Supplies,Art,67.56
14/07/2015,Home Office,United States,Illinois,Office Supplies,Binders,29.932
14/07/2015,Home Office,United States,Illinois,Technology,Phones,38.272
22/08/2016,Home Office,United States,New York,Office Supplies,Art,16.52
14/11/2015,Consumer,United States,Connecticut,Technology,Phones,832.93
14/11/2015,Consumer,United States,Connecticut,Office Supplies,Binders,43.8
27/11/2017,Corporate,United States,Michigan,Office Supplies,Appliances,167.292
21/11/2018,Consumer,United States,New York,Furniture,Furnishings,27.42
1/10/2018,Consumer,United States,California,Office Supplies,Binders,1.44
1/10/2018,Consumer,United States,California,Office Supplies,Binders,61.776
1/10/2018,Consumer,United States,California,Office Supplies,Appliances,241.96
1/10/2018,Consumer,United States,California,Furniture,Chairs,108.608
20/09/2015,Corporate,United States,Florida,Office Supplies,Art,2.816
28/07/2018,Corporate,United States,California,Office Supplies,Binders,9.984
28/07/2018,Corporate,United States,California,Office Supplies,Storage,14.98
28/07/2018,Corporate,United States,California,Technology,Phones,1145.6
6/12/2016,Consumer,United States,Ohio,Technology,Phones,485.94
6/12/2016,Consumer,United States,Ohio,Office Supplies,Art,37.376
6/12/2016,Consumer,United States,Ohio,Furniture,Chairs,70.686
31/07/2018,Corporate,United States,Pennsylvania,Office Supplies,Paper,54.816
19/03/2017,Consumer,United States,Colorado,Furniture,Bookcases,72.294
29/07/2018,Corporate,United States,Texas,Office Supplies,Fasteners,2.896
29/07/2018,Corporate,United States,Texas,Technology,Phones,124.792
1/10/2017,Consumer,United States,New York,Furniture,Tables,330.588
31/03/2015,Consumer,United States,California,Office Supplies,Binders,673.568
31/03/2015,Consumer,United States,California,Office Supplies,Appliances,52.98
26/06/2018,Consumer,United States,Indiana,Furniture,Furnishings,526.45
9/7/2018,Consumer,United States,Illinois,Office Supplies,Storage,228.92
14/12/2016,Consumer,United States,Oregon,Technology,Phones,319.968
5/12/2018,Corporate,United States,Vermont,Technology,Accessories,205.03
15/09/2016,Consumer,United States,Indiana,Office Supplies,Storage,190.86
15/09/2016,Consumer,United States,Indiana,Office Supplies,Art,24.32
15/07/2017,Home Office,United States,Utah,Office Supplies,Supplies,44.4
20/04/2018,Home Office,United States,Illinois,Furniture,Furnishings,44.4
15/11/2017,Consumer,United States,California,Office Supplies,Binders,1016.792
15/11/2017,Consumer,United States,California,Office Supplies,Binders,38.136
26/11/2017,Consumer,United States,Pennsylvania,Technology,Phones,494.982
21/11/2018,Home Office,United States,California,Office Supplies,Storage,56.56
21/11/2018,Home Office,United States,California,Office Supplies,Art,5.56
21/11/2018,Home Office,United States,California,Office Supplies,Fasteners,9.02
21/11/2018,Home Office,United States,California,Office Supplies,Appliances,8.62
21/11/2018,Home Office,United States,California,Technology,Phones,659.976
15/02/2016,Consumer,United States,California,Office Supplies,Paper,13.36
15/02/2016,Consumer,United States,California,Office Supplies,Binders,41.72
15/02/2016,Consumer,United States,California,Office Supplies,Binders,11.52
15/02/2016,Consumer,United States,California,Office Supplies,Appliances,541.44
15/02/2016,Consumer,United States,California,Office Supplies,Paper,19.44
15/04/2017,Home Office,United States,California,Office Supplies,Paper,143.7
28/09/2016,Corporate,United States,California,Office Supplies,Appliances,43.26
28/09/2016,Corporate,United States,California,Office Supplies,Appliances,43.56
17/09/2017,Corporate,United States,Maine,Technology,Phones,437.85
17/09/2017,Corporate,United States,Maine,Furniture,Furnishings,109.48
16/06/2018,Consumer,United States,California,Furniture,Chairs,1212.96
16/06/2018,Consumer,United States,California,Office Supplies,Paper,18.54
8/11/2016,Home Office,United States,California,Office Supplies,Fasteners,5
8/11/2016,Home Office,United States,California,Technology,Accessories,371.97
18/12/2016,Consumer,United States,New York,Technology,Accessories,166.24
6/2/2018,Consumer,United States,Virginia,Furniture,Bookcases,359.97
14/11/2017,Consumer,United States,Georgia,Technology,Accessories,499.98
14/11/2017,Consumer,United States,Georgia,Office Supplies,Paper,5.28
14/11/2017,Consumer,United States,Georgia,Office Supplies,Binders,8.26
12/10/2018,Home Office,United States,North Carolina,Office Supplies,Paper,7.968
17/09/2018,Consumer,United States,Washington,Office Supplies,Paper,12.96
20/12/2018,Corporate,United States,New York,Office Supplies,Paper,6.48
20/12/2018,Corporate,United States,New York,Office Supplies,Binders,6.984
2/12/2018,Corporate,United States,Florida,Office Supplies,Art,47.96
21/09/2016,Consumer,United States,Washington,Office Supplies,Storage,199.74
6/3/2016,Consumer,United States,California,Furniture,Furnishings,435.26
6/3/2016,Consumer,United States,California,Technology,Copiers,1119.984
3/10/2015,Corporate,United States,California,Furniture,Tables,143.432
3/10/2015,Corporate,United States,California,Furniture,Chairs,122.352
27/06/2015,Consumer,United States,Mississippi,Office Supplies,Storage,306.2
27/06/2015,Consumer,United States,Mississippi,Furniture,Tables,85.98
27/06/2015,Consumer,United States,Mississippi,Technology,Accessories,223.96
30/10/2018,Consumer,United States,Washington,Furniture,Chairs,97.568
30/10/2018,Consumer,United States,Washington,Furniture,Chairs,614.272
30/10/2018,Consumer,United States,Washington,Furniture,Bookcases,199.98
3/9/2017,Corporate,United States,Connecticut,Office Supplies,Paper,48.16
5/3/2016,Consumer,United States,Indiana,Technology,Phones,23.92
5/3/2016,Consumer,United States,Indiana,Office Supplies,Appliances,60.69
5/5/2017,Corporate,United States,Tennessee,Office Supplies,Paper,14.352
17/11/2018,Consumer,United States,Virginia,Office Supplies,Appliances,35.04
1/6/2018,Corporate,United States,Ohio,Office Supplies,Appliances,17.48
10/6/2018,Consumer,United States,California,Office Supplies,Art,16.4
8/1/2018,Corporate,United States,Washington,Furniture,Tables,892.98
20/04/2016,Corporate,United States,Georgia,Technology,Phones,287.97
20/04/2016,Corporate,United States,Georgia,Furniture,Furnishings,595.38
20/04/2016,Corporate,United States,Georgia,Office Supplies,Paper,12.96
1/11/2016,Corporate,United States,New York,Technology,Phones,4.95
23/12/2018,Corporate,United States,Connecticut,Furniture,Furnishings,181.95
1/11/2016,Consumer,United States,New York,Office Supplies,Paper,13.52
1/11/2016,Consumer,United States,New York,Furniture,Furnishings,259.7
1/11/2016,Consumer,United States,New York,Technology,Phones,42.95
1/11/2016,Consumer,United States,New York,Technology,Accessories,1399.93
1/11/2016,Consumer,United States,New York,Technology,Phones,503.96
14/11/2015,Consumer,United States,Michigan,Office Supplies,Binders,12.72
14/11/2015,Consumer,United States,Michigan,Office Supplies,Binders,11.52
17/01/2017,Corporate,United States,Georgia,Technology,Accessories,316
17/09/2018,Home Office,United States,Georgia,Furniture,Chairs,723.92
17/09/2018,Home Office,United States,Georgia,Office Supplies,Paper,106.32
23/12/2017,Corporate,United States,Illinois,Furniture,Bookcases,141.372
6/8/2016,Corporate,United States,Texas,Office Supplies,Paper,27.216
5/11/2018,Consumer,United States,New York,Technology,Accessories,390.75
11/6/2018,Home Office,United States,Arizona,Furniture,Chairs,280.792
11/6/2018,Home Office,United States,Arizona,Office Supplies,Storage,68.448
11/6/2018,Home Office,United States,Arizona,Office Supplies,Art,88.04
11/6/2018,Home Office,United States,Arizona,Office Supplies,Art,15.872
11/6/2018,Home Office,United States,Arizona,Office Supplies,Storage,215.592
20/07/2018,Corporate,United States,South Dakota,Office Supplies,Labels,14.62
20/07/2018,Corporate,United States,South Dakota,Office Supplies,Appliances,416.32
20/07/2018,Corporate,United States,South Dakota,Office Supplies,Binders,43
20/07/2018,Corporate,United States,South Dakota,Furniture,Chairs,182.94
20/07/2018,Corporate,United States,South Dakota,Office Supplies,Binders,60.83
20/07/2018,Corporate,United States,South Dakota,Technology,Accessories,389.97
23/12/2016,Consumer,United States,Virginia,Office Supplies,Appliances,194.32
20/03/2018,Corporate,United States,Washington,Technology,Accessories,265.93
31/12/2016,Corporate,United States,Kentucky,Office Supplies,Binders,94.74
31/12/2016,Corporate,United States,Kentucky,Office Supplies,Binders,60.64
31/12/2016,Corporate,United States,Kentucky,Office Supplies,Binders,76.3
31/12/2016,Corporate,United States,Kentucky,Office Supplies,Binders,364.8
15/09/2016,Corporate,United States,New York,Office Supplies,Binders,79.872
15/09/2016,Corporate,United States,New York,Furniture,Bookcases,46.384
15/09/2016,Corporate,United States,New York,Office Supplies,Paper,12.96
23/09/2018,Home Office,United States,Colorado,Office Supplies,Envelopes,14.352
25/12/2016,Corporate,United States,Pennsylvania,Furniture,Furnishings,547.136
24/09/2017,Corporate,United States,California,Office Supplies,Storage,41.96
24/09/2017,Corporate,United States,California,Office Supplies,Paper,41.7
21/03/2018,Consumer,United States,Indiana,Office Supplies,Paper,277.4
21/03/2018,Consumer,United States,Indiana,Office Supplies,Paper,5.78
30/09/2015,Consumer,United States,Tennessee,Office Supplies,Appliances,69.216
10/12/2018,Consumer,United States,Connecticut,Office Supplies,Envelopes,10.86
10/12/2018,Consumer,United States,Connecticut,Office Supplies,Appliances,426.79
23/08/2015,Consumer,United States,New York,Office Supplies,Paper,25.92
23/08/2015,Consumer,United States,New York,Office Supplies,Paper,45.92
19/08/2015,Consumer,United States,Ohio,Office Supplies,Art,10.72
10/11/2017,Consumer,United States,Georgia,Office Supplies,Art,41.86
31/12/2015,Home Office,United States,Massachusetts,Furniture,Furnishings,63.2
31/12/2015,Home Office,United States,Massachusetts,Technology,Accessories,113.97
26/07/2015,Consumer,United States,Illinois,Office Supplies,Storage,123.552
22/02/2017,Home Office,United States,Wisconsin,Office Supplies,Appliances,490.32
13/03/2017,Consumer,United States,Texas,Office Supplies,Paper,70.08
13/03/2017,Consumer,United States,Texas,Office Supplies,Binders,1.272
13/03/2017,Consumer,United States,Texas,Furniture,Tables,557.585
2/12/2018,Corporate,United States,California,Office Supplies,Binders,9.024
2/12/2018,Corporate,United States,California,Office Supplies,Binders,69.456
2/12/2018,Corporate,United States,California,Office Supplies,Paper,10.86
2/12/2018,Corporate,United States,California,Office Supplies,Appliances,79.47
2/12/2018,Corporate,United States,California,Office Supplies,Art,10.08
31/08/2016,Corporate,United States,California,Furniture,Bookcases,1552.831
31/08/2016,Corporate,United States,California,Office Supplies,Binders,137.24
31/08/2016,Corporate,United States,California,Technology,Accessories,36.51
31/08/2016,Corporate,United States,California,Technology,Machines,239.976
17/03/2015,Corporate,United States,New York,Furniture,Tables,1579.746
17/03/2015,Corporate,United States,New York,Furniture,Tables,1071.576
17/03/2015,Corporate,United States,New York,Furniture,Tables,613.908
17/03/2015,Corporate,United States,New York,Office Supplies,Paper,34.86
17/03/2015,Corporate,United States,New York,Office Supplies,Paper,155.04
16/04/2018,Consumer,United States,Ohio,Office Supplies,Binders,13.71
13/03/2017,Home Office,United States,Virginia,Furniture,Furnishings,127.88
13/03/2017,Home Office,United States,Virginia,Office Supplies,Appliances,160.32
13/03/2017,Home Office,United States,Virginia,Office Supplies,Binders,46
24/11/2015,Consumer,United States,California,Furniture,Chairs,120.712
10/2/2018,Consumer,United States,Maryland,Office Supplies,Paper,23.12
23/09/2017,Corporate,United States,Ohio,Furniture,Furnishings,532.704
23/09/2017,Corporate,United States,Ohio,Office Supplies,Art,4.912
7/7/2018,Corporate,United States,Rhode Island,Technology,Accessories,252
7/7/2017,Corporate,United States,Illinois,Furniture,Furnishings,60.288
7/7/2017,Corporate,United States,Illinois,Office Supplies,Fasteners,2.632
7/7/2017,Corporate,United States,Illinois,Office Supplies,Paper,23.688
7/7/2017,Corporate,United States,Illinois,Furniture,Chairs,253.372
24/01/2018,Consumer,United States,Georgia,Office Supplies,Fasteners,5.67
19/08/2015,Consumer,United States,Ohio,Office Supplies,Binders,76.776
19/08/2015,Consumer,United States,Ohio,Office Supplies,Supplies,9.184
6/12/2016,Home Office,United States,California,Office Supplies,Paper,32.75
6/5/2017,Home Office,United States,Ohio,Office Supplies,Fasteners,7.216
6/5/2017,Home Office,United States,Ohio,Office Supplies,Paper,49.568
6/5/2017,Home Office,United States,Ohio,Furniture,Furnishings,54.712
25/03/2018,Consumer,United States,California,Office Supplies,Appliances,176.04
25/03/2018,Consumer,United States,California,Office Supplies,Art,16.02
25/03/2018,Consumer,United States,California,Office Supplies,Binders,185.92
25/03/2018,Consumer,United States,California,Technology,Phones,211.168
25/03/2018,Consumer,United States,California,Technology,Copiers,479.984
12/12/2016,Consumer,United States,California,Office Supplies,Fasteners,7.86
12/12/2016,Consumer,United States,California,Office Supplies,Binders,24.448
6/12/2016,Consumer,United States,New York,Office Supplies,Paper,6.48
6/12/2016,Consumer,United States,New York,Office Supplies,Paper,41.86
6/12/2016,Consumer,United States,New York,Technology,Accessories,1619.91
6/12/2016,Consumer,United States,New York,Furniture,Furnishings,113.92
17/03/2017,Consumer,United States,Massachusetts,Office Supplies,Art,39.68
14/11/2016,Corporate,United States,New York,Technology,Accessories,37.6
14/11/2016,Corporate,United States,New York,Technology,Accessories,59.9
14/11/2016,Corporate,United States,New York,Office Supplies,Paper,37
14/08/2018,Consumer,United States,California,Office Supplies,Labels,5.76
14/08/2018,Consumer,United States,California,Office Supplies,Art,16.68
9/9/2018,Corporate,United States,South Carolina,Office Supplies,Storage,628.81
9/9/2018,Corporate,United States,South Carolina,Office Supplies,Storage,56.45
1/4/2018,Consumer,United States,Missouri,Office Supplies,Storage,94.2
1/4/2018,Consumer,United States,Missouri,Office Supplies,Envelopes,28.4
27/09/2017,Corporate,United States,Texas,Furniture,Bookcases,956.6648
7/10/2018,Consumer,United States,California,Technology,Accessories,1115.91
7/10/2018,Consumer,United States,California,Technology,Phones,128.744
7/10/2018,Consumer,United States,California,Technology,Phones,79.92
20/01/2018,Consumer,United States,California,Office Supplies,Art,24.2
20/01/2018,Consumer,United States,California,Technology,Phones,359.976
23/03/2018,Home Office,United States,California,Furniture,Furnishings,211.84
1/8/2015,Home Office,United States,Pennsylvania,Office Supplies,Fasteners,5.68
7/6/2016,Corporate,United States,California,Office Supplies,Binders,7.52
12/11/2015,Consumer,United States,California,Office Supplies,Paper,11.96
12/11/2015,Consumer,United States,California,Furniture,Tables,629.064
29/12/2017,Consumer,United States,Wisconsin,Furniture,Chairs,754.45
6/7/2016,Home Office,United States,Massachusetts,Furniture,Bookcases,301.96
12/10/2018,Corporate,United States,New Mexico,Technology,Accessories,595
12/10/2018,Corporate,United States,New Mexico,Office Supplies,Binders,79.872
21/05/2017,Corporate,United States,Nevada,Technology,Machines,2396.4
9/11/2018,Corporate,United States,California,Office Supplies,Storage,63.56
9/11/2018,Corporate,United States,California,Technology,Accessories,99.99
18/04/2017,Home Office,United States,Illinois,Office Supplies,Storage,230.376
18/04/2017,Home Office,United States,Illinois,Office Supplies,Paper,9.664
25/12/2018,Consumer,United States,Ohio,Technology,Accessories,158.928
25/12/2018,Consumer,United States,Ohio,Office Supplies,Binders,13.023
25/12/2018,Consumer,United States,Ohio,Furniture,Tables,273.06
25/12/2018,Consumer,United States,Ohio,Office Supplies,Fasteners,39.312
11/6/2017,Corporate,United States,Texas,Office Supplies,Binders,1.344
11/6/2017,Corporate,United States,Texas,Office Supplies,Binders,8.272
11/6/2017,Corporate,United States,Texas,Furniture,Furnishings,12.544
13/05/2018,Home Office,United States,California,Office Supplies,Labels,58.48
28/12/2018,Corporate,United States,Washington,Furniture,Furnishings,7.4
25/03/2015,Consumer,United States,New York,Furniture,Chairs,366.786
28/05/2018,Consumer,United States,Texas,Technology,Phones,54.368
14/11/2016,Corporate,United States,Virginia,Office Supplies,Envelopes,33.96
14/11/2016,Corporate,United States,Virginia,Office Supplies,Appliances,826.11
3/7/2018,Consumer,United States,New Mexico,Furniture,Furnishings,545.85
18/11/2015,Consumer,United States,Colorado,Furniture,Tables,145.98
18/11/2015,Consumer,United States,Colorado,Office Supplies,Paper,35.808
17/07/2018,Consumer,United States,Florida,Furniture,Furnishings,7.904
22/05/2017,Consumer,United States,New Jersey,Technology,Phones,345
22/05/2017,Consumer,United States,New Jersey,Furniture,Tables,174.286
22/05/2017,Consumer,United States,New Jersey,Office Supplies,Appliances,662.84
22/05/2017,Consumer,United States,New Jersey,Technology,Accessories,95.1
22/05/2017,Consumer,United States,New Jersey,Office Supplies,Envelopes,26.88
22/05/2017,Consumer,United States,New Jersey,Technology,Phones,257.98
25/09/2016,Consumer,United States,California,Office Supplies,Envelopes,17.48
31/10/2017,Consumer,United States,Pennsylvania,Furniture,Chairs,492.835
14/09/2016,Consumer,United States,South Carolina,Office Supplies,Storage,269.49
5/11/2017,Home Office,United States,California,Office Supplies,Binders,29.12
17/03/2018,Consumer,United States,New York,Office Supplies,Labels,18.75
17/03/2018,Consumer,United States,New York,Technology,Phones,119.7
17/03/2018,Consumer,United States,New York,Office Supplies,Binders,9.144
17/03/2018,Consumer,United States,New York,Technology,Accessories,57.06
17/03/2018,Consumer,United States,New York,Technology,Accessories,71.6
17/03/2018,Consumer,United States,New York,Office Supplies,Storage,107.44
17/03/2018,Consumer,United States,New York,Office Supplies,Labels,7.31
17/03/2018,Consumer,United States,New York,Office Supplies,Art,59.1
17/03/2018,Consumer,United States,New York,Office Supplies,Storage,46.53
15/08/2018,Consumer,United States,New Jersey,Office Supplies,Appliances,97.84
11/7/2016,Consumer,United States,Washington,Office Supplies,Paper,29.97
11/7/2016,Consumer,United States,Washington,Office Supplies,Binders,98.352
3/12/2018,Consumer,United States,New York,Office Supplies,Binders,83.92
3/12/2018,Consumer,United States,New York,Office Supplies,Binders,14.624
3/12/2018,Consumer,United States,New York,Technology,Phones,136.99
3/12/2018,Consumer,United States,New York,Office Supplies,Labels,3.15
4/5/2018,Consumer,United States,Virginia,Office Supplies,Paper,9.11
4/5/2018,Consumer,United States,Virginia,Office Supplies,Storage,571.44
4/5/2018,Consumer,United States,Virginia,Office Supplies,Paper,32.4
4/5/2018,Consumer,United States,Virginia,Office Supplies,Storage,16.91
22/01/2017,Consumer,United States,North Carolina,Furniture,Furnishings,14.272
22/01/2017,Consumer,United States,North Carolina,Furniture,Bookcases,451.136
22/01/2017,Consumer,United States,North Carolina,Office Supplies,Appliances,64.864
3/11/2017,Consumer,United States,California,Furniture,Chairs,217.584
3/11/2017,Consumer,United States,California,Technology,Accessories,82.95
3/11/2017,Consumer,United States,California,Office Supplies,Labels,87.71
3/11/2017,Consumer,United States,California,Office Supplies,Appliances,1101.48
4/9/2018,Corporate,United States,California,Furniture,Tables,1322.352
13/09/2015,Consumer,United States,New York,Office Supplies,Art,5.46
19/06/2018,Consumer,United States,Texas,Office Supplies,Supplies,11.184
19/06/2018,Consumer,United States,Texas,Office Supplies,Storage,153.584
24/12/2018,Consumer,United States,Washington,Office Supplies,Storage,1003.62
28/08/2018,Home Office,United States,Washington,Technology,Phones,35.168
28/08/2018,Home Office,United States,Washington,Furniture,Tables,1137.75
28/08/2018,Home Office,United States,Washington,Office Supplies,Binders,99.68
28/08/2018,Home Office,United States,Washington,Office Supplies,Art,5.56
2/1/2016,Corporate,United States,Delaware,Office Supplies,Storage,85.52
2/1/2016,Corporate,United States,Delaware,Office Supplies,Art,9.84
2/1/2016,Corporate,United States,Delaware,Office Supplies,Paper,20.04
9/10/2016,Consumer,United States,New York,Technology,Phones,631.96
9/10/2016,Consumer,United States,New York,Office Supplies,Paper,23.92
